gluserid,First_Paid_Service,Todays Date,Tenurity_in_days,Mode,isdownloaded,company_name,query_execution_date,approved_products,mapped_mcats,turnover,gst,nob,state,total_bl_pur,last_3m_bl_pur,last_15_days_bl_pur,total_enq,last_3_month_enq,Total_enq_reply,reply_to_unique_sender,last_90_days_reply_to_unique_sender,last_3_month_irrelevent,bl_ni,total_tickets,deactivation_tickets,amount_paid_till_date,amount_paid_last_3_months,location_preference,MDC,Maxi,LSSS,PL,TS,Website,Zone
918541,23-01-2015,01-10-2018,1347,Annual,0,S & S Lable,23-Sep-22,23,13,Rs. 50 Lakh - 1 Crore,N,Manufacturer,Gujarat,390,47,12,137,65,3,3,0,0,0,0,0,133502,0,India,Yes,No,No,No,No,No,1
918674,22-09-2012,01-10-2018,2200,Annual,0,Shri Amar Steel Products,24-Sep-22,54,44,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,329,77,23,1958,683,68,64,0,0,0,4,0,171635.2,29500,Local,Yes,No,No,No,No,No,1
918736,12-05-2014,01-10-2018,1603,Annual,0,Plyco Distributors,26-Sep-22,24,23,Rs. 10 - 25 Crore,Y,Wholesale Trader,Madhya Pradesh,217,1,0,1000,384,14,14,0,0,0,0,0,461700.8,0,India,No,Yes,No,No,Yes,No,3
918836,31-12-2009,01-10-2018,3196,Annual,0,Ace Garment Accessories Private Limited,27-Sep-22,85,9,Rs. 2 - 5 Crore,Y,Manufacturer,Rajasthan,90,1,0,103,34,117,95,1,0,0,4,0,264379.85,0,India,Yes,No,No,No,No,No,2
919214,29-01-2013,01-10-2018,2071,Annual,0,Krishco Medical Products Pvt. Ltd.,03-Oct-22,101,107,Rs. 2 - 5 Crore,Y,Wholesale Distributor,Karnataka,1086,128,39,3221,1307,161,146,4,0,0,12,0,2581075.11,0,India,No,Yes,Yes,Yes,Yes,No,3
919240,05-01-2012,01-10-2018,2461,Annual,0,Sureka Engineering Industries,04-Oct-22,40,55,Rs. 10 - 25 Crore,Y,Manufacturer,West Bengal,1068,134,18,977,450,14,14,12,0,0,3,0,274614.8,0,India,Yes,No,No,No,Yes,No,3
919420,14-11-2014,01-10-2018,1417,Annual,0,Spare Autotech (p) Ltd.,06-Oct-22,40,13,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,137,5,0,3979,1727,53,49,0,0,0,7,0,109296,0,India,Yes,No,No,No,No,No,1
919431,24-12-2007,01-10-2018,3934,Annual,0,TechnoTrak Engineers,07-Oct-22,12,9,Rs. 25 - 50 Crore,Y,Manufacturer,Maharashtra,148,0,0,83,32,20,20,1,1,0,1,0,764165.56,119475,India,No,Yes,No,No,Yes,No,3
919476,28-03-2011,01-10-2018,2744,Annual,0,Plastic Fabricators (Brand Of Prashant Thermo Plastics Private Limited),08-Oct-22,55,69,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,978,66,15,822,310,40,38,0,0,0,15,0,1493905.1,120000,India,No,Yes,Yes,No,Yes,No,4
919570,17-09-2010,01-10-2018,2936,Annual,0,High Bond Industries,10-Oct-22,12,8,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,379,52,10,333,157,29,28,0,0,0,0,0,281649.51,0,Global,Yes,No,No,No,Yes,No,2
919749,30-07-2011,01-10-2018,2620,Annual,0,Poonawala Machine Tools,12-Oct-22,68,58,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,595,62,7,1139,380,14,14,0,0,0,0,0,234509.96,79650,Global,Yes,No,No,No,No,No,2
920091,28-11-2008,01-10-2018,3594,Annual,0,Minipack,14-Oct-22,28,16,Rs. 10 - 25 Crore,Y,Exporter,Maharashtra,2437,171,25,647,293,6,4,2,0,0,2,0,804535.01,0,Global,No,Yes,No,No,Yes,No,2
920324,14-05-2012,01-10-2018,2331,Annual,0,LIFELINX SURGIMED PVT. LTD.,16-Oct-22,231,133,Rs. 2 - 5 Crore,Y,Wholesale Distributor,Tamil Nadu,44,0,0,1552,578,7,7,0,0,0,5,0,1000934.2,0,India,No,Yes,No,No,Yes,No,2
920530,08-03-2018,01-10-2018,207,Annual,0,Paras Special Machine Company,17-Oct-22,50,22,Upto Rs. 50 Lakh,Y,Wholesale Trader,Punjab,44,11,3,741,411,55,29,1,0,0,2,0,40500,40500,Local,Yes,No,No,No,No,No,4
920554,09-12-2013,01-10-2018,1757,Annual,0,Sakthi Accumulators Private Limited,18-Oct-22,4,6,Rs. 25 - 50 Crore,Y,Manufacturer,Karnataka,195,0,0,284,90,3,3,0,0,0,7,0,200786.01,26550,India,Yes,No,No,No,No,No,2
920623,13-02-2012,01-10-2018,2422,Annual,0,Rajindera Engineers (india),19-Oct-22,13,5,Rs. 50 Lakh - 1 Crore,N,Manufacturer,Punjab,43,0,0,203,89,2,2,0,0,0,20,0,207379,0,India,Yes,No,No,No,No,No,2
920798,08-08-2014,01-10-2018,1515,Annual,0,NUCLEONICS Traffic Solutions Private Limited,20-Oct-22,25,21,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,2737,254,42,398,180,28,26,12,0,8,13,0,1042034.01,8260,India,No,Yes,Yes,No,Yes,No,4
920862,31-01-2018,01-10-2018,243,Annual,0,Kaamdhenu Yarns,21-Oct-22,23,17,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,71,5,1,707,287,6,5,1,0,0,4,0,29500,29500,India,Yes,No,No,No,No,No,2
920939,15-11-2010,01-10-2018,2877,Annual,0,Magpie Impex,22-Oct-22,16,16,Rs. 5 - 10 Crore,Y,Wholesale Trader,Delhi,13,0,0,176,46,4,4,0,0,0,2,0,316697.7,0,India,Yes,No,No,No,Yes,No,2
921317,16-12-2011,01-10-2018,2481,Annual,0,Inventa Cleantec Private Limited,23-Oct-22,135,157,Rs. 10 - 25 Crore,Y,Manufacturer,Uttar Pradesh,3061,570,97,5875,2206,71,71,0,0,1,17,0,1791604.6,0,India,No,Yes,Yes,No,Yes,No,2
921368,05-05-2012,01-10-2018,2340,Annual,0,Prashanthi Agencies,25-Oct-22,16,4,Rs. 50 Lakh - 1 Crore,N,Wholesale Supplier,Maharashtra,551,6,0,890,327,173,150,10,35,191,12,2,887029,119475,India,No,Yes,No,No,Yes,No,3
921497,09-04-2008,01-10-2018,3827,Annual,0,Beautypack,27-Oct-22,13,6,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,0,0,0,221,68,0,0,0,0,0,4,0,252867.4,0,India,Yes,No,No,No,No,No,2
921556,25-04-2016,01-10-2018,889,Annual,0,Tejco Vision,29-Oct-22,72,54,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,953,345,39,2632,1041,225,137,22,0,52,26,0,530988.4,224200,India,No,Yes,Yes,No,Yes,No,1
921935,13-07-2010,01-10-2018,3002,Annual,0,Technoweigh India,02-Nov-22,34,36,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,2799,445,26,1543,660,5,5,2,0,17,7,0,5907399.5,0,Global,No,Yes,Yes,Yes,Yes,No,4
922183,13-11-2013,01-10-2018,1783,Annual,0,GPPL Rental Power LLP,05-Nov-22,14,7,Rs. 5 - 10 Crore,Y,Wholesale Supplier,Gujarat,494,20,2,703,324,2,2,0,0,0,4,0,264792.4,79650,India,Yes,No,No,No,Yes,No,2
922221,12-09-2008,01-10-2018,3671,Annual,0,Rajshree Industries,06-Nov-22,21,15,Rs. 10 - 25 Crore,Y,Manufacturer,Haryana,138,3,0,132,43,13,13,1,0,7,4,0,397273.4,0,India,Yes,No,No,No,Yes,No,1
922233,22-01-2014,01-10-2018,1713,Annual,0,KB Associates,07-Nov-22,66,75,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,2491,293,65,2147,762,7,7,0,0,3,12,0,955807,398250,Global,Yes,Yes,Yes,No,Yes,No,2
922298,12-02-2018,01-10-2018,231,Annual,0,Thermotec Furnaces (India),08-Nov-22,22,22,Rs. 1 - 2 Crore,Y,Manufacturer,Haryana,147,76,12,132,73,9,8,2,0,0,1,0,76325.83,30029.82,India,Yes,No,No,No,No,No,4
922356,12-01-2011,01-10-2018,2819,Annual,0,Ace Electricals,10-Nov-22,63,42,Rs. 2 - 5 Crore,Y,Service Provider,Maharashtra,146,5,0,248,89,9,8,0,4,5,2,0,172222.2,0,Local,Yes,No,No,No,No,No,2
922461,03-07-2008,01-10-2018,3742,Annual,0,Bio Technics India,11-Nov-22,62,54,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,213,0,0,129,47,1,1,0,0,0,8,0,455304.81,0,India,Yes,No,No,No,Yes,No,3
922529,21-12-2011,01-10-2018,2476,Annual,0,Bottmac India,12-Nov-22,38,23,Rs. 10 - 25 Crore,Y,Exporter,Uttar Pradesh,68,0,0,164,52,0,0,0,0,0,13,0,701982.2,59000,India,No,Yes,No,No,Yes,No,4
922617,28-04-2010,01-10-2018,3078,Annual,0,Power Tech System,13-Nov-22,85,40,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,2649,284,6,1977,1072,17,12,1,0,0,21,0,3184944.05,1416,India,No,Yes,Yes,Yes,Yes,No,2
922709,04-03-2010,01-10-2018,3133,Annual,0,Sanjeevani Bio - Tech Exim Private Limited,14-Nov-22,152,73,Rs. 10 - 25 Crore,Y,Exporter,Gujarat,153,0,0,316,114,9,2,0,0,0,5,1,296406.2,0,Foreign,Yes,No,No,No,Yes,No,1
922786,15-02-2008,01-10-2018,3881,Annual,0,Pyramid Technoplast Pvt. Ltd.,17-Nov-22,31,15,Rs. 100 - 500 Crore,Y,Manufacturer,Maharashtra,189,3,0,1829,805,2,2,0,0,2,13,0,1554035.2,0,India,No,Yes,Yes,No,Yes,No,2
922926,23-09-2015,01-10-2018,1104,Annual,0,Wishu Packaging Industry,20-Nov-22,28,27,Rs. 2 - 5 Crore,Y,Manufacturer,Uttar Pradesh,330,33,7,298,121,1,1,1,0,0,2,0,125025.01,68300,India,Yes,No,No,No,No,No,1
923008,01-06-2010,01-10-2018,3044,Annual,0,Bhagyalaxmi Industries,21-Nov-22,173,120,Rs. 2 - 5 Crore,Y,Manufacturer,Telangana,3550,283,15,7137,2290,1929,1874,298,6,0,24,0,2023501.46,0,Global,No,Yes,Yes,No,Yes,No,3
923276,19-10-2011,01-10-2018,2539,Annual,0,Intec Systems & Software,25-Nov-22,17,5,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,31,0,0,387,180,12,12,0,0,0,1,0,298461,23895,India,Yes,No,No,No,Yes,No,4
923334,20-07-2016,01-10-2018,803,Annual,0,Ishida India Private Limited,27-Nov-22,37,23,Rs. 50 - 100 Crore,Y,Manufacturer,Haryana,681,466,44,610,468,14,12,1,3,38,0,0,2022685.15,1878748.8,India,Yes,No,Yes,Yes,Yes,No,4
923399,25-03-2010,01-10-2018,3112,Annual,0,Silverline Metal Engineering Private Limited,28-Nov-22,87,52,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,1977,61,6,1218,448,170,156,36,7,50,14,0,2041067.7,0,India,No,Yes,Yes,No,Yes,No,1
923454,03-12-2013,01-10-2018,1763,Annual,0,Kaviraj Incorporation,29-Nov-22,66,47,Rs. 2 - 5 Crore,Y,Exporter,Karnataka,68,0,0,711,282,1,1,0,0,0,4,0,144550.01,26550,India,Yes,No,No,No,No,No,3
923478,05-01-2018,01-10-2018,269,Annual,0,Koya's Perfumery Works,30-Nov-22,33,14,Rs. 25 - 50 Crore,Y,Manufacturer,Karnataka,253,55,14,1196,636,1118,1004,466,0,0,13,0,37550,26550,Global,Yes,No,No,No,No,No,4
923494,06-05-2011,01-10-2018,2705,Annual,0,Technomax Enterprises (I) Private Limited,01-Dec-22,14,20,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,220,11,0,76,34,78,77,26,1,1,5,0,433468.7,0,India,No,Yes,No,No,Yes,No,1
923514,01-05-2018,01-10-2018,153,Annual,0,Devkamal Engineers,02-Dec-22,36,41,Rs. 1 - 2 Crore,Y,Manufacturer,Uttar Pradesh,148,104,10,441,389,226,197,179,1,80,2,0,93474,29500,India,Yes,No,No,No,No,No,2
923647,29-05-2012,01-10-2018,2316,Annual,0,Tannu Tools Private Limited,03-Dec-22,33,15,Rs. 10 - 25 Crore,Y,Manufacturer,Haryana,261,0,0,304,106,2,2,0,0,10,5,0,748952.8,0,India,Yes,No,No,No,No,No,1
923689,24-06-2011,01-10-2018,2656,Annual,0,3d Foamcut Private Limited,04-Dec-22,4,5,Rs. 10 - 25 Crore,Y,Manufacturer,Telangana,24,0,0,188,33,0,0,0,0,0,1,0,221313.01,0,India,Yes,No,No,No,No,No,3
923757,29-09-2015,01-10-2018,1098,Annual,0,Khanna Enterprises,05-Dec-22,134,151,Rs. 2 - 5 Crore,Y,Importer,Maharashtra,1392,218,25,3501,1819,4239,3946,887,1,0,6,0,661620,276120,India,No,Yes,Yes,No,Yes,No,2
924043,10-05-2012,01-10-2018,2335,Annual,0,Instonnic,07-Dec-22,103,90,Rs. 50 Lakh - 1 Crore,Y,Exporter,Gujarat,900,61,12,790,297,172,166,102,0,0,1,0,519703.25,0,Global,No,Yes,No,No,Yes,No,3
924063,26-06-2015,01-10-2018,1193,Annual,0,Mehta Trading Corporation,08-Dec-22,210,169,Rs. 2 - 5 Crore,Y,Wholesale Distributor,Maharashtra,1031,119,0,4131,1748,5,4,1,0,0,22,0,350000,0,India,Yes,Yes,No,No,Yes,No,4
924114,19-08-2014,01-10-2018,1504,Monthly,0,Meru Creation,09-Dec-22,145,63,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,492,67,10,1656,844,63,42,2,0,0,4,0,100250,14000,India,Yes,No,No,No,No,No,3
924419,11-03-2013,01-10-2018,2030,Annual,0,The Perfect Trading Company,12-Dec-22,42,56,Rs. 2 - 5 Crore,Y,Wholesale Supplier,West Bengal,211,0,0,1289,372,159,143,6,0,0,3,0,225263.2,82600,India,Yes,No,No,No,No,No,4
924425,07-03-2016,01-10-2018,938,Annual,0,Reliance Hardware Mart,13-Dec-22,55,54,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,428,57,15,965,510,3,3,1,0,0,10,0,569416,121416,India,No,No,Yes,No,Yes,No,4
924429,06-04-2018,01-10-2018,178,Annual,0,Shanmuga Apparels,14-Dec-22,19,32,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,106,59,2,467,269,67,64,47,0,6,1,0,29500,29500,Local,Yes,No,No,No,No,No,2
924430,28-04-2015,01-10-2018,1252,Annual,0,E- Power Marketing,15-Dec-22,60,61,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,101,0,0,35,10,2,2,0,0,1,5,1,126454,67454,Local,Yes,No,No,No,No,No,2
924577,25-06-2018,01-10-2018,98,Annual,0,Jagdamba Agencies,16-Dec-22,46,30,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,149,149,38,426,426,283,244,244,0,66,3,0,159300,159300,Foreign,No,Yes,Yes,No,No,No,3
924634,02-08-2018,01-10-2018,60,Annual,0,Varun Laminates,17-Dec-22,34,10,Rs. 5 - 10 Crore,Y,Wholesale Trader,Gujarat,2,2,0,52,52,12,6,6,0,0,0,0,29500,29500,India,Yes,No,No,No,No,No,1
924650,01-07-2013,01-10-2018,1918,Annual,0,Shubhlaxmi Metals & Tubes Private Limited,18-Dec-22,20,25,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,3375,39,5,893,219,80,76,49,0,2,34,0,2074419.71,373526,Global,No,Yes,Yes,Yes,Yes,Yes,1
924838,14-05-2014,01-10-2018,1601,Annual,0,Pp Singh Stone And Company,19-Dec-22,74,20,Rs. 50 Lakh - 1 Crore,Y,Exporter,Uttarakhand,298,40,4,1061,491,9,9,0,0,0,0,0,195373.48,0,Global,Yes,No,No,No,No,No,1
925042,03-12-2015,01-10-2018,1033,Annual,0,Reenolds Rubber Pvt. Ltd.,20-Dec-22,60,47,Rs. 1 - 2 Crore,N,Manufacturer,Haryana,1404,162,10,1080,585,7,7,1,0,0,3,0,153478.4,0,India,Yes,No,No,No,Yes,No,1
925067,16-05-2011,01-10-2018,2695,Annual,0,P. R. Corporation,21-Dec-22,79,75,Rs. 1 - 2 Crore,Y,Wholesale Trader,Maharashtra,1214,205,66,1145,441,52,52,8,0,0,17,0,804888.01,80514,India,Yes,No,Yes,No,Yes,No,2
925162,03-01-2014,01-10-2018,1732,Annual,0,Quality Instruments & Equipments,22-Dec-22,44,42,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,621,32,10,568,165,112,110,19,0,0,5,0,528515.6,0,India,No,Yes,No,No,Yes,No,3
925248,26-06-2009,01-10-2018,3384,Annual,0,Aurum Appliances,23-Dec-22,31,19,Rs. 10 - 25 Crore,Y,Wholesale Trader,Delhi,366,0,0,2189,948,5,5,0,0,0,0,0,811762.8,0,India,No,Yes,No,No,Yes,No,1
925325,17-01-2015,01-10-2018,1353,Annual,0,Steelguard Industries,24-Dec-22,110,114,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,92,1,0,123,40,71,62,0,0,0,1,0,115500,0,Local,Yes,No,No,No,Yes,No,2
925718,05-12-2007,01-10-2018,3953,Annual,0,Packaging Solution,25-Dec-22,57,74,Rs. 1 - 2 Crore,Y,Exporter,Uttar Pradesh,4289,802,146,5533,2041,6,6,0,5,1,15,0,2198147.2,0,Global,No,No,Yes,Yes,Yes,Yes,3
925772,06-02-2012,01-10-2018,2429,Annual,0,Modern Colours Private Limited,26-Dec-22,29,32,Rs. 5 - 10 Crore,Y,Manufacturer,Punjab,42,0,0,376,139,0,0,0,0,0,2,0,242061.2,0,India,Yes,No,No,No,Yes,No,2
925809,20-06-2007,01-10-2018,4121,Annual,0,Indo German Pharma Engineers,27-Dec-22,25,26,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,294,0,0,240,81,3,3,0,0,0,5,0,1080817.12,0,Global,No,Yes,No,No,Yes,No,2
925959,15-05-2009,01-10-2018,3426,Annual,0,South India Chemicals,28-Dec-22,18,19,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,373,9,2,233,61,133,128,9,0,0,3,0,343018.01,81538,India,Yes,No,No,No,No,No,3
925961,19-10-2011,01-10-2018,2539,Annual,0,Ashok Pauwa Factory,29-Dec-22,9,12,Rs. 50 Lakh - 1 Crore,Y,Exporter,Gujarat,137,0,0,487,177,1,1,0,0,0,1,0,248258.2,0,India,Yes,No,No,No,Yes,No,3
925967,22-09-2012,01-10-2018,2200,Annual,0,Chhawchharia Engineering Private Limited,30-Dec-22,237,159,Rs. 50 - 100 Crore,N,Manufacturer,West Bengal,903,86,15,4220,1882,24,22,0,0,0,8,0,201246.21,0,Global,Yes,No,No,No,No,No,3
926352,15-07-2010,01-10-2018,3000,Annual,0,Baroda Insulation,31-Dec-22,23,18,Rs. 2 - 5 Crore,Y,Service Provider,Gujarat,62,0,0,43,16,1,1,0,0,0,1,0,230911.5,0,India,Yes,No,No,No,No,No,3
926585,09-05-2016,01-10-2018,875,Annual,0,A S & Sons International,01-Jan-23,297,230,Upto Rs. 50 Lakh,Y,Manufacturer,Delhi,1491,158,21,2853,1170,36,31,16,0,0,20,0,251009.4,0,Global,No,No,No,No,Yes,No,3
926606,13-12-2010,01-10-2018,2849,Annual,0,Radha Enterprises,02-Jan-23,74,95,Rs. 2 - 5 Crore,Y,Wholesale Trader,Maharashtra,344,3,0,1402,418,72,67,11,0,0,17,0,984283.05,0,India,No,Yes,No,No,Yes,No,2
926632,17-10-2007,01-10-2018,4002,Annual,0,Maharashtra Polymer Products,03-Jan-23,39,38,Rs. 10 - 25 Crore,Y,OEM Manufacturer,Maharashtra,1653,64,17,902,340,49,43,2,0,0,6,0,2148807,0,Global,No,Yes,Yes,No,Yes,No,2
927032,19-10-2011,01-10-2018,2539,Annual,0,Spy Fashions,06-Jan-23,70,40,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,600,33,10,382,148,192,147,20,0,233,23,0,463528.2,0,India,Yes,No,Yes,No,Yes,No,3
927092,13-09-2015,01-10-2018,1114,Annual,0,Rajyog Polytech Private Limited,07-Jan-23,40,34,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,504,54,9,893,352,50,47,23,0,0,10,0,234860,138060,India,Yes,No,No,No,Yes,No,1
927165,08-12-2009,01-10-2018,3219,Annual,0,Sagar FRP Industries,08-Jan-23,53,61,Rs. 5 - 10 Crore,Y,Manufacturer,Haryana,273,13,8,1221,291,252,222,10,8,30,9,0,1049109.8,247800,India,No,Yes,Yes,No,Yes,No,4
927449,23-12-2017,01-10-2018,282,Annual,0,Chaitanya Enterprises,09-Jan-23,22,19,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,272,37,2,284,139,55,44,29,0,0,7,0,444167.72,51000,Local,Yes,No,No,No,No,No,3
927587,21-12-2013,01-10-2018,1745,Annual,0,Centurion Power Cables Pvt. Ltd.,10-Jan-23,40,29,Rs. 25 - 50 Crore,Y,Manufacturer,Delhi,1024,24,0,899,399,0,0,0,0,0,1,0,317225.01,71685,India,Yes,No,No,No,Yes,No,2
928345,18-06-2015,01-10-2018,1201,Annual,0,Filter Concept Private Limited,14-Jan-23,48,43,Rs. 25 - 50 Crore,Y,Manufacturer,Gujarat,427,41,24,241,74,8,7,0,0,0,9,0,1151067,123900,Global,No,Yes,No,No,No,No,1
928419,27-11-2010,01-10-2018,2865,Annual,0,Labtronics,15-Jan-23,59,64,Rs. 1 - 2 Crore,Y,Manufacturer,Haryana,4844,598,97,3679,1368,21,20,1,0,3,8,0,3103829.12,0,India,No,Yes,Yes,No,Yes,No,1
928930,12-11-2011,01-10-2018,2515,Annual,0,Armec Cooling Tower Private Limited,17-Jan-23,43,80,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,209,5,0,273,82,13,7,0,0,1,1,0,163286.21,0,India,Yes,No,No,No,No,No,2
929346,06-10-2007,01-10-2018,4013,Annual,0,Parth Enterprises,18-Jan-23,49,51,Rs. 2 - 5 Crore,Y,Authorized Wholesale Dealer,Maharashtra,578,0,0,465,156,5,5,0,0,0,4,0,1320168,0,Local,Yes,No,No,No,Yes,No,1
929466,23-08-2013,01-10-2018,1865,Annual,0,Physics Instruments Co.,19-Jan-23,37,26,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,62,16,0,194,75,46,43,12,0,0,0,0,202000.01,59000,India,Yes,No,No,No,No,No,4
929576,29-04-2015,01-10-2018,1251,Annual,0,Goghnath Industries,20-Jan-23,46,26,Rs. 2 - 5 Crore,N,Manufacturer,Gujarat,61,1,1,293,85,340,313,11,0,55,2,0,98000,0,Local,Yes,No,No,No,No,No,4
929766,05-01-2009,01-10-2018,3556,Annual,0,"Gaurav Industries, Thana",22-Jan-23,13,10,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,454,0,0,227,73,25,24,0,0,0,0,0,445277.8,0,India,Yes,No,No,No,Yes,No,3
929897,25-07-2017,01-10-2018,433,Annual,0,Logics Auto Components India Private Limited,23-Jan-23,18,5,Rs. 5 - 10 Crore,Y,Wholesaler,Uttar Pradesh,123,28,5,151,52,2,2,0,0,126,6,0,253630,228630,India,No,Yes,No,No,Yes,No,1
930124,26-08-2011,01-10-2018,2593,Annual,0,Zenith Tool Room,24-Jan-23,17,14,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,84,0,0,150,58,21,19,0,0,0,3,0,270618.2,0,India,Yes,No,No,No,Yes,No,3
930138,21-06-2012,01-10-2018,2293,Annual,0,Shree Laxmi Industries,25-Jan-23,61,21,Rs. 1 - 2 Crore,Y,Manufacturer,Rajasthan,264,27,0,1912,896,66,60,2,0,0,11,0,1733522.6,921494,India,No,Yes,Yes,Yes,Yes,No,2
930140,14-12-2017,01-10-2018,291,Annual,0,Dev Packaging Industries,26-Jan-23,22,10,Rs. 5 - 10 Crore,Y,Manufacturer,Karnataka,88,39,16,843,366,47,39,10,0,1,1,0,26550,26550,India,Yes,No,No,No,No,No,1
930142,31-01-2013,01-10-2018,2069,Annual,0,Krishna Engineering Works,27-Jan-23,400,128,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,1391,145,20,3482,1325,0,0,0,0,0,22,0,194213.2,26550,Global,Yes,No,No,No,Yes,No,3
930421,05-02-2008,01-10-2018,3891,Annual,0,Jainsons Lights Private Limited,29-Jan-23,947,132,Rs. 10 - 25 Crore,Y,Wholesale Trader,Delhi,1117,27,0,4982,1836,184,167,24,0,0,21,0,2582014.86,0,India,No,Yes,Yes,No,Yes,No,1
